Region,Storage,Hour,Fuel,Value
FR,PHS,71,Power,475.1388295588112
FR,PHS,72,Power,474.6636907292524
FR,PHS,73,Power,474.18902703852314
FR,PHS,74,Power,482.71483801148463
FR,PHS,75,Power,491.23212317347316
FR,PHS,76,Power,499.7408910502997
FR,PHS,77,Power,508.2411501592494
FR,PHS,78,Power,516.7329090090902
FR,PHS,79,Power,525.2161761000812
FR,PHS,80,Power,533.690959923981
FR,PHS,81,Power,542.157268964057
FR,PHS,82,Power,550.615111695093
FR,PHS,83,Power,550.064496583398
FR,PHS,84,Power,549.5144320868145
FR,PHS,85,Power,548.9649176547277
FR,PHS,86,Power,548.415952737073
FR,PHS,87,Power,547.8675367843359
FR,PHS,88,Power,547.3196692475516
FR,PHS,89,Power,546.772349578304
FR,PHS,90,Power,546.2255772287257
FR,PHS,91,Power,545.679351651497
FR,PHS,92,Power,545.1336722998454
FR,PHS,93,Power,544.5885386275456
FR,PHS,94,Power,544.0439500889181
FR,PHS,95,Power,543.4999061388291
FR,PHS,96,Power,542.9564062326904
FR,PHS,97,Power,550.7142311244999
FR,PHS,98,Power,559.1635168933752
FR,PHS,99,Power,567.6043533764819
FR,PHS,100,Power,576.0367490231054
FR,PHS,101,Power,584.4607122740822
FR,PHS,102,Power,592.8762515618081
FR,PHS,103,Power,601.2833753102461
FR,PHS,104,Power,609.6820919349358
FR,PHS,105,Power,609.0724098430007
FR,PHS,106,Power,608.4633374331577
FR,PHS,107,Power,607.8548740957245
FR,PHS,108,Power,607.2470192216288
FR,PHS,109,Power,606.639772202407
FR,PHS,110,Power,606.0331324302045
FR,PHS,111,Power,605.4270992977744
FR,PHS,112,Power,604.8216721984764
FR,PHS,113,Power,604.216850526278
FR,PHS,114,Power,603.6126336757517
FR,PHS,115,Power,603.0090210420759
FR,PHS,116,Power,602.4060120210337
FR,PHS,117,Power,601.8036060090126
FR,PHS,118,Power,601.2018024030036
FR,PHS,119,Power,600.6006006006006
FR,PHS,120,Power,600.0
FR,H2Tank,1,H2,25.0
FR,H2Tank,2,H2,21.49122807017544
FR,H2Tank,3,H2,17.982456140350877
FR,H2Tank,4,H2,14.993323197528742
FR,H2Tank,5,H2,14.993323197528742
FR,H2Tank,6,H2,14.560404400801081
FR,H2Tank,7,H2,11.05163247097652
FR,H2Tank,8,H2,7.542860541151958
FR,H2Tank,9,H2,4.034088611327396
FR,H2Tank,10,H2,1.745078079298743
FR,H2Tank,11,H2,8.67911518463207
FR,H2Tank,12,H2,9.697185851298736
FR,H2Tank,13,H2,9.697185851298736
FR,H2Tank,14,H2,6.188413921474174
FR,H2Tank,15,H2,3.5087719298245617
FR,H2Tank,16,H2,0.0
FR,H2Tank,17,H2,0.0
FR,H2Tank,18,H2,0.0
FR,H2Tank,19,H2,-0.0
FR,H2Tank,20,H2,-0.0
FR,H2Tank,21,H2,-0.0
FR,H2Tank,22,H2,0.0
FR,H2Tank,23,H2,-0.0
FR,H2Tank,24,H2,0.0
FR,H2Tank,25,H2,-0.0
FR,H2Tank,26,H2,-0.0
FR,H2Tank,27,H2,0.0
FR,H2Tank,28,H2,3.322366468583334
FR,H2Tank,29,H2,14.786448240416666
FR,H2Tank,30,H2,26.661448240416668
FR,H2Tank,31,H2,38.53644824041667
FR,H2Tank,32,H2,42.82954704531081
FR,H2Tank,33,H2,42.82954704531081
FR,H2Tank,34,H2,42.82954704531081
FR,H2Tank,35,H2,42.82954704531081
FR,H2Tank,36,H2,42.82954704531081
FR,H2Tank,37,H2,39.32077511548625
