From,To,Hour,Fuel,Value,Technology
DK,FR,2,Gas,-0.0,Import
DK,NO,2,Gas,0.0,Import
DK,DK,2,Gas,0.0,Import
DK,UK,2,Gas,-0.0,Import
UK,DE,2,Gas,0.0,Import
UK,FR,2,Gas,1.3399999999999999,Import
UK,NO,2,Gas,0.0,Import
UK,DK,2,Gas,0.0,Import
UK,UK,2,Gas,0.0,Import
DE,DE,3,Gas,0.0,Import
DE,FR,3,Gas,8.0,Import
DE,NO,3,Gas,0.0,Import
DE,DK,3,Gas,8.0,Import
DE,UK,3,Gas,-0.0,Import
FR,DE,3,Gas,0.0,Import
FR,FR,3,Gas,0.0,Import
FR,NO,3,Gas,0.0,Import
FR,DK,3,Gas,0.0,Import
FR,UK,3,Gas,0.0,Import
NO,DE,3,Gas,0.0,Import
NO,FR,3,Gas,-0.0,Import
NO,NO,3,Gas,0.0,Import
NO,DK,3,Gas,8.0,Import
NO,UK,3,Gas,8.0,Import
DK,DE,3,Gas,0.0,Import
DK,FR,3,Gas,-0.0,Import
DK,NO,3,Gas,0.0,Import
DK,DK,3,Gas,0.0,Import
DK,UK,3,Gas,-0.0,Import
UK,DE,3,Gas,0.0,Import
UK,FR,3,Gas,0.9399999999999995,Import
UK,NO,3,Gas,0.0,Import
UK,DK,3,Gas,0.0,Import
UK,UK,3,Gas,0.0,Import
DE,DE,4,Gas,0.0,Import
DE,FR,4,Gas,8.0,Import
DE,NO,4,Gas,0.0,Import
DE,DK,4,Gas,8.0,Import
DE,UK,4,Gas,-0.0,Import
FR,DE,4,Gas,0.0,Import
FR,FR,4,Gas,0.0,Import
FR,NO,4,Gas,0.0,Import
FR,DK,4,Gas,0.0,Import
FR,UK,4,Gas,0.0,Import
NO,DE,4,Gas,0.0,Import
NO,FR,4,Gas,-0.0,Import
NO,NO,4,Gas,0.0,Import
NO,DK,4,Gas,8.0,Import
NO,UK,4,Gas,8.0,Import
DK,DE,4,Gas,0.0,Import
DK,FR,4,Gas,-0.0,Import
DK,NO,4,Gas,0.0,Import
DK,DK,4,Gas,0.0,Import
DK,UK,4,Gas,-0.0,Import
UK,DE,4,Gas,0.0,Import
UK,FR,4,Gas,0.5500000000000007,Import
UK,NO,4,Gas,0.0,Import
UK,DK,4,Gas,0.0,Import
UK,UK,4,Gas,0.0,Import
DE,DE,5,Gas,0.0,Import
DE,FR,5,Gas,8.0,Import
DE,NO,5,Gas,0.0,Import
DE,DK,5,Gas,8.0,Import
DE,UK,5,Gas,-0.0,Import
FR,DE,5,Gas,0.0,Import
FR,FR,5,Gas,0.0,Import
FR,NO,5,Gas,0.0,Import
FR,DK,5,Gas,0.0,Import
FR,UK,5,Gas,0.0,Import
NO,DE,5,Gas,0.0,Import
NO,FR,5,Gas,-0.0,Import
NO,NO,5,Gas,0.0,Import
NO,DK,5,Gas,8.0,Import
NO,UK,5,Gas,8.0,Import
DK,DE,5,Gas,0.0,Import
DK,FR,5,Gas,-0.0,Import
DK,NO,5,Gas,0.0,Import
DK,DK,5,Gas,0.0,Import
DK,UK,5,Gas,-0.0,Import
UK,DE,5,Gas,0.0,Import
UK,FR,5,Gas,1.7400000000000002,Import
UK,NO,5,Gas,0.0,Import
UK,DK,5,Gas,0.0,Import
UK,UK,5,Gas,0.0,Import
DE,DE,6,Gas,0.0,Import
DE,FR,6,Gas,8.0,Import
DE,NO,6,Gas,0.0,Import
DE,DK,6,Gas,8.0,Import
DE,UK,6,Gas,-0.0,Import
FR,DE,6,Gas,0.0,Import
FR,FR,6,Gas,0.0,Import
FR,NO,6,Gas,0.0,Import
FR,DK,6,Gas,0.0,Import
FR,UK,6,Gas,0.0,Import
NO,DE,6,Gas,0.0,Import
NO,FR,6,Gas,-0.0,Import
NO,NO,6,Gas,0.0,Import
NO,DK,6,Gas,8.0,Import
NO,UK,6,Gas,8.0,Import
DK,DE,6,Gas,0.0,Import
DK,FR,6,Gas,-0.0,Import
DK,NO,6,Gas,0.0,Import
DK,DK,6,Gas,0.0,Import
DK,UK,6,Gas,-0.0,Import
UK,DE,6,Gas,0.0,Import
UK,FR,6,Gas,2.959999999999999,Import
UK,NO,6,Gas,0.0,Import
UK,DK,6,Gas,0.0,Import
UK,UK,6,Gas,0.0,Import
DE,DE,7,Gas,0.0,Import
DE,FR,7,Gas,8.0,Import
DE,NO,7,Gas,0.0,Import
DE,DK,7,Gas,8.0,Import
DE,UK,7,Gas,-0.0,Import
FR,DE,7,Gas,0.0,Import
FR,FR,7,Gas,0.0,Import
FR,NO,7,Gas,0.0,Import
FR,DK,7,Gas,0.0,Import
FR,UK,7,Gas,0.0,Import
NO,DE,7,Gas,-0.0,Import
NO,FR,7,Gas,-0.0,Import
NO,NO,7,Gas,0.0,Import
NO,DK,7,Gas,8.0,Import
NO,UK,7,Gas,8.0,Import
DK,DE,7,Gas,0.0,Import
DK,FR,7,Gas,-0.0,Import
DK,NO,7,Gas,0.0,Import
DK,DK,7,Gas,0.0,Import
DK,UK,7,Gas,-0.0,Import
UK,DE,7,Gas,0.0,Import
UK,FR,7,Gas,4.200000000000001,Import
UK,NO,7,Gas,0.0,Import
UK,DK,7,Gas,0.0,Import
UK,UK,7,Gas,0.0,Import
DE,DE,8,Gas,0.0,Import
DE,FR,8,Gas,8.0,Import
DE,NO,8,Gas,0.0,Import
DE,DK,8,Gas,8.0,Import
DE,UK,8,Gas,-0.0,Import
FR,DE,8,Gas,0.0,Import
FR,FR,8,Gas,0.0,Import
FR,NO,8,Gas,0.0,Import
FR,DK,8,Gas,0.0,Import
FR,UK,8,Gas,0.0,Import
NO,DE,8,Gas,0.0,Import
NO,FR,8,Gas,-0.0,Import
NO,NO,8,Gas,0.0,Import
NO,DK,8,Gas,8.0,Import
NO,UK,8,Gas,8.0,Import
DK,DE,8,Gas,0.0,Import
DK,FR,8,Gas,-0.0,Import
DK,NO,8,Gas,0.0,Import
DK,DK,8,Gas,0.0,Import
DK,UK,8,Gas,-0.0,Import
UK,DE,8,Gas,0.0,Import
UK,FR,8,Gas,4.025852385283855,Import
UK,NO,8,Gas,0.0,Import
UK,DK,8,Gas,0.0,Import
UK,UK,8,Gas,0.0,Import
DE,DE,9,Gas,0.0,Import
DE,FR,9,Gas,8.0,Import
DE,NO,9,Gas,0.0,Import
DE,DK,9,Gas,8.0,Import
DE,UK,9,Gas,-0.0,Import
FR,DE,9,Gas,0.0,Import
FR,FR,9,Gas,0.0,Import
FR,NO,9,Gas,0.0,Import
FR,DK,9,Gas,0.0,Import
FR,UK,9,Gas,0.0,Import
NO,DE,9,Gas,-0.0,Import
NO,FR,9,Gas,-0.0,Import
NO,NO,9,Gas,0.0,Import
NO,DK,9,Gas,8.0,Import
NO,UK,9,Gas,8.0,Import
DK,DE,9,Gas,0.0,Import
DK,FR,9,Gas,-0.0,Import
DK,NO,9,Gas,0.0,Import
DK,DK,9,Gas,0.0,Import
DK,UK,9,Gas,-0.0,Import
UK,DE,9,Gas,0.0,Import
UK,FR,9,Gas,2.0347155152838567,Import
UK,NO,9,Gas,0.0,Import
UK,DK,9,Gas,0.0,Import
UK,UK,9,Gas,0.0,Import
DE,DE,10,Gas,0.0,Import
DE,FR,10,Gas,8.0,Import
DE,NO,10,Gas,0.0,Import
DE,DK,10,Gas,8.0,Import
DE,UK,10,Gas,-0.0,Import
FR,DE,10,Gas,0.0,Import
FR,FR,10,Gas,0.0,Import
FR,NO,10,Gas,0.0,Import
FR,DK,10,Gas,0.0,Import
FR,UK,10,Gas,0.0,Import
NO,DE,10,Gas,0.0,Import
NO,FR,10,Gas,-0.0,Import
NO,NO,10,Gas,0.0,Import
NO,DK,10,Gas,8.0,Import
NO,UK,10,Gas,8.0,Import
DK,DE,10,Gas,0.0,Import
DK,FR,10,Gas,-0.0,Import
DK,NO,10,Gas,0.0,Import
DK,DK,10,Gas,0.0,Import
DK,UK,10,Gas,-0.0,Import
UK,DE,10,Gas,0.0,Import
UK,FR,10,Gas,3.2365729052838574,Import
UK,NO,10,Gas,0.0,Import
UK,DK,10,Gas,0.0,Import
UK,UK,10,Gas,0.0,Import
DE,DE,11,Gas,0.0,Import
DE,FR,11,Gas,8.0,Import
DE,NO,11,Gas,0.0,Import
DE,DK,11,Gas,8.0,Import
DE,UK,11,Gas,-0.0,Import
FR,DE,11,Gas,0.0,Import
FR,FR,11,Gas,0.0,Import
FR,NO,11,Gas,0.0,Import
FR,DK,11,Gas,0.0,Import
FR,UK,11,Gas,0.0,Import
NO,DE,11,Gas,0.0,Import
NO,FR,11,Gas,-0.0,Import
NO,NO,11,Gas,0.0,Import
NO,DK,11,Gas,8.0,Import
NO,UK,11,Gas,8.0,Import
DK,DE,11,Gas,0.0,Import
DK,FR,11,Gas,-0.0,Import
DK,NO,11,Gas,0.0,Import
DK,DK,11,Gas,0.0,Import
DK,UK,11,Gas,-0.0,Import
UK,DE,11,Gas,0.0,Import
UK,FR,11,Gas,4.200000000000001,Import
UK,NO,11,Gas,0.0,Import
UK,DK,11,Gas,0.0,Import
UK,UK,11,Gas,0.0,Import
DE,DE,12,Gas,0.0,Import
DE,FR,12,Gas,8.0,Import
DE,NO,12,Gas,0.0,Import
DE,DK,12,Gas,8.0,Import
DE,UK,12,Gas,-0.0,Import
FR,DE,12,Gas,0.0,Import
FR,FR,12,Gas,0.0,Import
FR,NO,12,Gas,0.0,Import
FR,DK,12,Gas,0.0,Import
FR,UK,12,Gas,0.0,Import
NO,DE,12,Gas,0.0,Import
NO,FR,12,Gas,-0.0,Import
NO,NO,12,Gas,0.0,Import
NO,DK,12,Gas,8.0,Import
NO,UK,12,Gas,8.0,Import
DK,DE,12,Gas,0.0,Import
DK,FR,12,Gas,-0.0,Import
DK,NO,12,Gas,0.0,Import
DK,DK,12,Gas,0.0,Import
DK,UK,12,Gas,-0.0,Import
UK,DE,12,Gas,0.0,Import
UK,FR,12,Gas,1.3399999999999999,Import
UK,NO,12,Gas,0.0,Import
UK,DK,12,Gas,0.0,Import
UK,UK,12,Gas,0.0,Import
DE,DE,13,Gas,0.0,Import
DE,FR,13,Gas,8.0,Import
DE,NO,13,Gas,0.0,Import
DE,DK,13,Gas,8.0,Import
DE,UK,13,Gas,-0.0,Import
FR,DE,13,Gas,0.0,Import
FR,FR,13,Gas,0.0,Import
FR,NO,13,Gas,0.0,Import
FR,DK,13,Gas,0.0,Import
FR,UK,13,Gas,0.0,Import
NO,DE,13,Gas,0.0,Import
NO,FR,13,Gas,-0.0,Import
NO,NO,13,Gas,0.0,Import
NO,DK,13,Gas,7.6145585600000025,Import
NO,UK,13,Gas,5.880537693644339,Import
DK,DE,13,Gas,0.0,Import
DK,FR,13,Gas,-0.0,Import
DK,NO,13,Gas,0.0,Import
DK,DK,13,Gas,0.0,Import
DK,UK,13,Gas,-0.0,Import
UK,DE,13,Gas,0.0,Import
UK,FR,13,Gas,0.6044542366666708,Import
UK,NO,13,Gas,0.0,Import
UK,DK,13,Gas,0.0,Import
UK,UK,13,Gas,0.0,Import
DE,DE,14,Gas,0.0,Import
DE,FR,14,Gas,8.0,Import
DE,NO,14,Gas,0.0,Import
DE,DK,14,Gas,8.0,Import
DE,UK,14,Gas,-0.0,Import
FR,DE,14,Gas,0.0,Import
FR,FR,14,Gas,0.0,Import
FR,NO,14,Gas,0.0,Import
FR,DK,14,Gas,0.0,Import
FR,UK,14,Gas,0.0,Import
NO,DE,14,Gas,0.0,Import
NO,FR,14,Gas,-0.0,Import
NO,NO,14,Gas,0.0,Import
NO,DK,14,Gas,8.0,Import
NO,UK,14,Gas,8.0,Import
DK,DE,14,Gas,0.0,Import
DK,FR,14,Gas,-0.0,Import
DK,NO,14,Gas,0.0,Import
DK,DK,14,Gas,0.0,Import
DK,UK,14,Gas,-0.0,Import
UK,DE,14,Gas,0.0,Import
UK,FR,14,Gas,4.644989465,Import
UK,NO,14,Gas,0.0,Import
UK,DK,14,Gas,0.0,Import
UK,UK,14,Gas,0.0,Import
DE,DE,15,Gas,0.0,Import
DE,FR,15,Gas,8.0,Import
DE,NO,15,Gas,0.0,Import
DE,DK,15,Gas,8.0,Import
DE,UK,15,Gas,-0.0,Import
FR,DE,15,Gas,0.0,Import
FR,FR,15,Gas,0.0,Import
FR,NO,15,Gas,0.0,Import
FR,DK,15,Gas,0.0,Import
FR,UK,15,Gas,0.0,Import
NO,DE,15,Gas,0.0,Import
NO,FR,15,Gas,-0.0,Import
NO,NO,15,Gas,0.0,Import
NO,DK,15,Gas,8.0,Import
NO,UK,15,Gas,8.0,Import
DK,DE,15,Gas,0.0,Import
DK,FR,15,Gas,-0.0,Import
DK,NO,15,Gas,0.0,Import
DK,DK,15,Gas,0.0,Import
DK,UK,15,Gas,-0.0,Import
UK,DE,15,Gas,0.0,Import
UK,FR,15,Gas,5.828908685,Import
UK,NO,15,Gas,0.0,Import
UK,DK,15,Gas,0.0,Import
UK,UK,15,Gas,0.0,Import
DE,DE,16,Gas,0.0,Import
DE,FR,16,Gas,8.0,Import
DE,NO,16,Gas,0.0,Import
DE,DK,16,Gas,8.0,Import
DE,UK,16,Gas,-0.0,Import
FR,DE,16,Gas,0.0,Import
FR,FR,16,Gas,0.0,Import
FR,NO,16,Gas,0.0,Import
FR,DK,16,Gas,0.0,Import
FR,UK,16,Gas,0.0,Import
NO,DE,16,Gas,0.0,Import
NO,FR,16,Gas,-0.0,Import
NO,NO,16,Gas,0.0,Import
NO,DK,16,Gas,8.0,Import
NO,UK,16,Gas,7.702621299162623,Import
DK,DE,16,Gas,0.0,Import
DK,FR,16,Gas,-0.0,Import
DK,NO,16,Gas,0.0,Import
DK,DK,16,Gas,0.0,Import
DK,UK,16,Gas,-0.0,Import
UK,DE,16,Gas,0.0,Import
UK,FR,16,Gas,6.57296534,Import
UK,NO,16,Gas,0.0,Import
UK,DK,16,Gas,0.0,Import
UK,UK,16,Gas,0.0,Import
DE,DE,17,Gas,0.0,Import
DE,FR,17,Gas,8.0,Import
DE,NO,17,Gas,0.0,Import
DE,DK,17,Gas,8.0,Import
DE,UK,17,Gas,-0.0,Import
FR,DE,17,Gas,0.0,Import
FR,FR,17,Gas,0.0,Import
FR,NO,17,Gas,0.0,Import
FR,DK,17,Gas,0.0,Import
FR,UK,17,Gas,0.0,Import
NO,DE,17,Gas,0.0,Import
NO,FR,17,Gas,-0.0,Import
NO,NO,17,Gas,0.0,Import
NO,DK,17,Gas,8.0,Import
NO,UK,17,Gas,7.302897462784664,Import
DK,DE,17,Gas,0.0,Import
DK,FR,17,Gas,-0.0,Import
DK,NO,17,Gas,0.0,Import
DK,DK,17,Gas,0.0,Import
DK,UK,17,Gas,-0.0,Import
UK,DE,17,Gas,0.0,Import
UK,FR,17,Gas,6.362965339999999,Import
UK,NO,17,Gas,0.0,Import
UK,DK,17,Gas,0.0,Import
UK,UK,17,Gas,0.0,Import
DE,DE,18,Gas,0.0,Import
DE,FR,18,Gas,8.0,Import
DE,NO,18,Gas,0.0,Import
DE,DK,18,Gas,8.0,Import
DE,UK,18,Gas,-0.0,Import
FR,DE,18,Gas,0.0,Import
FR,FR,18,Gas,0.0,Import
FR,NO,18,Gas,0.0,Import
FR,DK,18,Gas,0.0,Import
FR,UK,18,Gas,0.0,Import
NO,DE,18,Gas,0.0,Import
NO,FR,18,Gas,-0.0,Import
NO,NO,18,Gas,0.0,Import
NO,DK,18,Gas,6.6446000000000005,Import
NO,UK,18,Gas,7.302897462784664,Import
DK,DE,18,Gas,0.0,Import
DK,FR,18,Gas,-0.0,Import
DK,NO,18,Gas,0.0,Import
DK,DK,18,Gas,0.0,Import
DK,UK,18,Gas,-0.0,Import
UK,DE,18,Gas,0.0,Import
UK,FR,18,Gas,6.362965339999999,Import
UK,NO,18,Gas,0.0,Import
UK,DK,18,Gas,0.0,Import
UK,UK,18,Gas,0.0,Import
DE,DE,19,Gas,0.0,Import
DE,FR,19,Gas,8.0,Import
DE,NO,19,Gas,0.0,Import
DE,DK,19,Gas,8.0,Import
DE,UK,19,Gas,-0.0,Import
FR,DE,19,Gas,0.0,Import
FR,FR,19,Gas,0.0,Import
FR,NO,19,Gas,0.0,Import
FR,DK,19,Gas,0.0,Import
FR,UK,19,Gas,0.0,Import
NO,DE,19,Gas,0.0,Import
NO,FR,19,Gas,-0.0,Import
NO,NO,19,Gas,0.0,Import
NO,DK,19,Gas,7.88503668,Import
NO,UK,19,Gas,7.702621299162623,Import
DK,DE,19,Gas,0.0,Import
DK,FR,19,Gas,-0.0,Import
DK,NO,19,Gas,0.0,Import
DK,DK,19,Gas,0.0,Import
DK,UK,19,Gas,-0.0,Import
UK,DE,19,Gas,0.0,Import
UK,FR,19,Gas,6.57296534,Import
UK,NO,19,Gas,0.0,Import
UK,DK,19,Gas,0.0,Import
UK,UK,19,Gas,0.0,Import
DE,DE,20,Gas,0.0,Import
DE,FR,20,Gas,8.0,Import
DE,NO,20,Gas,0.0,Import
DE,DK,20,Gas,8.0,Import
DE,UK,20,Gas,-0.0,Import
FR,DE,20,Gas,0.0,Import
FR,FR,20,Gas,0.0,Import
FR,NO,20,Gas,0.0,Import
FR,DK,20,Gas,0.0,Import
FR,UK,20,Gas,0.0,Import
NO,DE,20,Gas,0.0,Import
NO,FR,20,Gas,-0.0,Import
NO,NO,20,Gas,0.0,Import
NO,DK,20,Gas,6.7814000000000005,Import
NO,UK,20,Gas,8.0,Import
DK,DE,20,Gas,0.0,Import
DK,FR,20,Gas,-0.0,Import
DK,NO,20,Gas,0.0,Import
DK,DK,20,Gas,0.0,Import
DK,UK,20,Gas,-0.0,Import
UK,DE,20,Gas,0.0,Import
UK,FR,20,Gas,6.37602287,Import
UK,NO,20,Gas,0.0,Import
UK,DK,20,Gas,0.0,Import
UK,UK,20,Gas,0.0,Import
DE,DE,21,Gas,0.0,Import
DE,FR,21,Gas,8.0,Import
DE,NO,21,Gas,0.0,Import
DE,DK,21,Gas,8.0,Import
DE,UK,21,Gas,-0.0,Import
FR,DE,21,Gas,0.0,Import
FR,FR,21,Gas,0.0,Import
FR,NO,21,Gas,0.0,Import
FR,DK,21,Gas,0.0,Import
FR,UK,21,Gas,0.0,Import
NO,DE,21,Gas,0.0,Import
NO,FR,21,Gas,-0.0,Import
NO,NO,21,Gas,0.0,Import
NO,DK,21,Gas,6.8912,Import
NO,UK,21,Gas,8.0,Import
DK,DE,21,Gas,0.0,Import
DK,FR,21,Gas,-0.0,Import
DK,NO,21,Gas,0.0,Import
DK,DK,21,Gas,0.0,Import
DK,UK,21,Gas,-0.0,Import
UK,DE,21,Gas,0.0,Import
UK,FR,21,Gas,5.828908685,Import
UK,NO,21,Gas,0.0,Import
UK,DK,21,Gas,0.0,Import
UK,UK,21,Gas,0.0,Import
DE,DE,22,Gas,0.0,Import
DE,FR,22,Gas,8.0,Import
DE,NO,22,Gas,0.0,Import
DE,DK,22,Gas,8.0,Import
DE,UK,22,Gas,-0.0,Import
FR,DE,22,Gas,0.0,Import
FR,FR,22,Gas,0.0,Import
FR,NO,22,Gas,0.0,Import
FR,DK,22,Gas,0.0,Import
FR,UK,22,Gas,0.0,Import
NO,DE,22,Gas,0.0,Import
NO,FR,22,Gas,-0.0,Import
NO,NO,22,Gas,0.0,Import
NO,DK,22,Gas,7.2548,Import
NO,UK,22,Gas,8.0,Import
DK,DE,22,Gas,0.0,Import
DK,FR,22,Gas,-0.0,Import
DK,NO,22,Gas,0.0,Import
DK,DK,22,Gas,0.0,Import
DK,UK,22,Gas,-0.0,Import
UK,DE,22,Gas,0.0,Import
UK,FR,22,Gas,4.017153515,Import
UK,NO,22,Gas,0.0,Import
UK,DK,22,Gas,0.0,Import
UK,UK,22,Gas,0.0,Import
DE,DE,23,Gas,0.0,Import
DE,FR,23,Gas,8.0,Import
DE,NO,23,Gas,0.0,Import
DE,DK,23,Gas,8.0,Import
DE,UK,23,Gas,-0.0,Import
FR,DE,23,Gas,0.0,Import
FR,FR,23,Gas,0.0,Import
FR,NO,23,Gas,0.0,Import
FR,DK,23,Gas,0.0,Import
FR,UK,23,Gas,0.0,Import
NO,DE,23,Gas,0.0,Import
NO,FR,23,Gas,-0.0,Import
NO,NO,23,Gas,0.0,Import
NO,DK,23,Gas,8.0,Import
NO,UK,23,Gas,8.0,Import
DK,DE,23,Gas,0.0,Import
DK,FR,23,Gas,-0.0,Import
DK,NO,23,Gas,0.0,Import
DK,DK,23,Gas,0.0,Import
DK,UK,23,Gas,-0.0,Import
UK,DE,23,Gas,0.0,Import
UK,FR,23,Gas,0.9399999999999995,Import
UK,NO,23,Gas,0.0,Import
UK,DK,23,Gas,0.0,Import
UK,UK,23,Gas,0.0,Import
DE,DE,24,Gas,0.0,Import
DE,FR,24,Gas,8.0,Import
DE,NO,24,Gas,0.0,Import
DE,DK,24,Gas,8.0,Import
DE,UK,24,Gas,-0.0,Import
FR,DE,24,Gas,0.0,Import
FR,FR,24,Gas,0.0,Import
FR,NO,24,Gas,0.0,Import
FR,DK,24,Gas,0.0,Import
FR,UK,24,Gas,0.0,Import
NO,DE,24,Gas,0.0,Import
NO,FR,24,Gas,-0.0,Import
NO,NO,24,Gas,0.0,Import
NO,DK,24,Gas,8.0,Import
NO,UK,24,Gas,8.0,Import
DK,DE,24,Gas,0.0,Import
DK,FR,24,Gas,-0.0,Import
DK,NO,24,Gas,0.0,Import
DK,DK,24,Gas,0.0,Import
DK,UK,24,Gas,-0.0,Import
UK,DE,24,Gas,0.0,Import
UK,FR,24,Gas,3.369999999999999,Import
UK,NO,24,Gas,0.0,Import
UK,DK,24,Gas,0.0,Import
UK,UK,24,Gas,0.0,Import
DE,DE,25,Gas,0.0,Import
DE,FR,25,Gas,8.0,Import
DE,NO,25,Gas,0.0,Import
DE,DK,25,Gas,8.0,Import
DE,UK,25,Gas,-0.0,Import
FR,DE,25,Gas,0.0,Import
FR,FR,25,Gas,0.0,Import
FR,NO,25,Gas,0.0,Import
FR,DK,25,Gas,0.0,Import
FR,UK,25,Gas,0.0,Import
NO,DE,25,Gas,0.0,Import
NO,FR,25,Gas,-0.0,Import
NO,NO,25,Gas,0.0,Import
NO,DK,25,Gas,8.0,Import
NO,UK,25,Gas,8.0,Import
DK,DE,25,Gas,0.0,Import
DK,FR,25,Gas,-0.0,Import
DK,NO,25,Gas,0.0,Import
DK,DK,25,Gas,0.0,Import
DK,UK,25,Gas,-0.0,Import
UK,DE,25,Gas,0.0,Import
UK,FR,25,Gas,4.200000000000001,Import
UK,NO,25,Gas,0.0,Import
UK,DK,25,Gas,0.0,Import
UK,UK,25,Gas,0.0,Import
DE,DE,26,Gas,0.0,Import
DE,FR,26,Gas,8.0,Import
DE,NO,26,Gas,0.0,Import
DE,DK,26,Gas,8.0,Import
DE,UK,26,Gas,-0.0,Import
FR,DE,26,Gas,0.0,Import
FR,FR,26,Gas,0.0,Import
FR,NO,26,Gas,0.0,Import
FR,DK,26,Gas,0.0,Import
FR,UK,26,Gas,0.0,Import
NO,DE,26,Gas,0.0,Import
NO,FR,26,Gas,-0.0,Import
NO,NO,26,Gas,0.0,Import
NO,DK,26,Gas,8.0,Import
NO,UK,26,Gas,8.0,Import
DK,DE,26,Gas,0.0,Import
DK,FR,26,Gas,-0.0,Import
DK,NO,26,Gas,0.0,Import
DK,DK,26,Gas,0.0,Import
DK,UK,26,Gas,-0.0,Import
UK,DE,26,Gas,0.0,Import
UK,FR,26,Gas,1.3399999999999999,Import
UK,NO,26,Gas,0.0,Import
UK,DK,26,Gas,0.0,Import
UK,UK,26,Gas,0.0,Import
DE,DE,27,Gas,0.0,Import
DE,FR,27,Gas,8.0,Import
DE,NO,27,Gas,0.0,Import
DE,DK,27,Gas,8.0,Import
DE,UK,27,Gas,-0.0,Import
FR,DE,27,Gas,0.0,Import
FR,FR,27,Gas,0.0,Import
FR,NO,27,Gas,0.0,Import
FR,DK,27,Gas,0.0,Import
FR,UK,27,Gas,0.0,Import
NO,DE,27,Gas,0.0,Import
NO,FR,27,Gas,-0.0,Import
NO,NO,27,Gas,0.0,Import
NO,DK,27,Gas,0.34119999999999706,Import
NO,UK,27,Gas,8.0,Import
DK,DE,27,Gas,0.0,Import
DK,FR,27,Gas,-0.0,Import
DK,NO,27,Gas,0.0,Import
DK,DK,27,Gas,0.0,Import
DK,UK,27,Gas,-0.0,Import
UK,DE,27,Gas,0.0,Import
UK,FR,27,Gas,0.9399999999999995,Import
UK,NO,27,Gas,0.0,Import
UK,DK,27,Gas,0.0,Import
UK,UK,27,Gas,0.0,Import
DE,DE,28,Gas,0.0,Import
DE,FR,28,Gas,8.0,Import
DE,NO,28,Gas,0.0,Import
DE,DK,28,Gas,7.070999999999998,Import
DE,UK,28,Gas,-0.0,Import
FR,DE,28,Gas,0.0,Import
FR,FR,28,Gas,0.0,Import
FR,NO,28,Gas,0.0,Import
FR,DK,28,Gas,0.0,Import
FR,UK,28,Gas,0.0,Import
NO,DE,28,Gas,0.0,Import
NO,FR,28,Gas,-0.0,Import
NO,NO,28,Gas,0.0,Import
NO,DK,28,Gas,0.0,Import
NO,UK,28,Gas,8.0,Import
DK,DE,28,Gas,0.0,Import
DK,FR,28,Gas,-0.0,Import
DK,NO,28,Gas,0.0,Import
DK,DK,28,Gas,0.0,Import
DK,UK,28,Gas,-0.0,Import
UK,DE,28,Gas,0.0,Import
UK,FR,28,Gas,0.5500000000000007,Import
UK,NO,28,Gas,0.0,Import
UK,DK,28,Gas,0.0,Import
UK,UK,28,Gas,0.0,Import
DE,DE,29,Gas,0.0,Import
DE,FR,29,Gas,8.0,Import
DE,NO,29,Gas,0.0,Import
DE,DK,29,Gas,6.0372,Import
DE,UK,29,Gas,-0.0,Import
FR,DE,29,Gas,0.0,Import
FR,FR,29,Gas,0.0,Import
FR,NO,29,Gas,0.0,Import
FR,DK,29,Gas,0.0,Import
FR,UK,29,Gas,0.0,Import
NO,DE,29,Gas,0.0,Import
NO,FR,29,Gas,-0.0,Import
NO,NO,29,Gas,0.0,Import
NO,DK,29,Gas,0.0,Import
NO,UK,29,Gas,8.0,Import
DK,DE,29,Gas,0.0,Import
DK,FR,29,Gas,-0.0,Import
DK,NO,29,Gas,0.0,Import
DK,DK,29,Gas,0.0,Import
DK,UK,29,Gas,-0.0,Import
UK,DE,29,Gas,0.0,Import
UK,FR,29,Gas,1.7400000000000002,Import
UK,NO,29,Gas,0.0,Import
UK,DK,29,Gas,0.0,Import
UK,UK,29,Gas,0.0,Import
DE,DE,30,Gas,0.0,Import
DE,FR,30,Gas,8.0,Import
DE,NO,30,Gas,0.0,Import
DE,DK,30,Gas,1.9727999999999999,Import
DE,UK,30,Gas,-0.0,Import
FR,DE,30,Gas,0.0,Import
FR,FR,30,Gas,0.0,Import
FR,NO,30,Gas,0.0,Import
FR,DK,30,Gas,0.0,Import
FR,UK,30,Gas,0.18464803251113793,Import
NO,DE,30,Gas,0.0,Import
NO,FR,30,Gas,-0.0,Import
NO,NO,30,Gas,0.0,Import
NO,DK,30,Gas,0.0,Import
NO,UK,30,Gas,8.0,Import
DK,DE,30,Gas,0.0,Import
DK,FR,30,Gas,-0.0,Import
DK,NO,30,Gas,0.0,Import
DK,DK,30,Gas,0.0,Import
DK,UK,30,Gas,-0.0,Import
UK,DE,30,Gas,0.0,Import
UK,FR,30,Gas,0.0,Import
UK,NO,30,Gas,0.0,Import
UK,DK,30,Gas,0.0,Import
UK,UK,30,Gas,0.0,Import
DE,DE,31,Gas,0.0,Import
DE,FR,31,Gas,8.0,Import
DE,NO,31,Gas,0.0,Import
DE,DK,31,Gas,2.574,Import
DE,UK,31,Gas,-0.0,Import
FR,DE,31,Gas,0.0,Import
FR,FR,31,Gas,0.0,Import
FR,NO,31,Gas,0.0,Import
FR,DK,31,Gas,0.0,Import
FR,UK,31,Gas,0.0,Import
NO,DE,31,Gas,0.0,Import
