Region,Hour,Technology,Fuel,Value
NO,49,H2Car,Gas,-0.0
DK,49,H2Car,Gas,-0.0
UK,49,H2Car,Gas,-0.0
DE,50,H2Car,Gas,-0.0
FR,50,H2Car,Gas,-0.0
NO,50,H2Car,Gas,-0.0
DK,50,H2Car,Gas,-0.0
UK,50,H2Car,Gas,-0.0
DE,51,H2Car,Gas,-0.0
FR,51,H2Car,Gas,-0.0
NO,51,H2Car,Gas,-0.0
DK,51,H2Car,Gas,-0.0
UK,51,H2Car,Gas,-0.0
DE,52,H2Car,Gas,-0.0
FR,52,H2Car,Gas,-0.0
NO,52,H2Car,Gas,-0.0
DK,52,H2Car,Gas,-0.0
UK,52,H2Car,Gas,-0.0
DE,53,H2Car,Gas,-0.0
FR,53,H2Car,Gas,-0.0
NO,53,H2Car,Gas,-0.0
DK,53,H2Car,Gas,-0.0
UK,53,H2Car,Gas,-0.0
DE,54,H2Car,Gas,-0.0
FR,54,H2Car,Gas,-0.0
NO,54,H2Car,Gas,-0.0
DK,54,H2Car,Gas,-0.0
UK,54,H2Car,Gas,-0.0
DE,55,H2Car,Gas,-0.0
FR,55,H2Car,Gas,-0.0
NO,55,H2Car,Gas,-0.0
DK,55,H2Car,Gas,-0.0
UK,55,H2Car,Gas,-0.0
DE,56,H2Car,Gas,-0.0
FR,56,H2Car,Gas,-0.0
NO,56,H2Car,Gas,-0.0
DK,56,H2Car,Gas,-0.0
UK,56,H2Car,Gas,-0.0
DE,57,H2Car,Gas,-0.0
FR,57,H2Car,Gas,-0.0
NO,57,H2Car,Gas,-0.0
DK,57,H2Car,Gas,-0.0
UK,57,H2Car,Gas,-0.0
DE,58,H2Car,Gas,-0.0
FR,58,H2Car,Gas,-0.0
NO,58,H2Car,Gas,-0.0
DK,58,H2Car,Gas,-0.0
UK,58,H2Car,Gas,-0.0
DE,59,H2Car,Gas,-0.0
FR,59,H2Car,Gas,-0.0
NO,59,H2Car,Gas,-0.0
DK,59,H2Car,Gas,-0.0
UK,59,H2Car,Gas,-0.0
DE,60,H2Car,Gas,-0.0
FR,60,H2Car,Gas,-0.0
NO,60,H2Car,Gas,-0.0
DK,60,H2Car,Gas,-0.0
UK,60,H2Car,Gas,-0.0
DE,61,H2Car,Gas,-0.0
FR,61,H2Car,Gas,-0.0
NO,61,H2Car,Gas,-0.0
DK,61,H2Car,Gas,-0.0
UK,61,H2Car,Gas,-0.0
DE,62,H2Car,Gas,-0.0
FR,62,H2Car,Gas,-0.0
NO,62,H2Car,Gas,-0.0
DK,62,H2Car,Gas,-0.0
UK,62,H2Car,Gas,-0.0
DE,63,H2Car,Gas,-0.0
FR,63,H2Car,Gas,-0.0
NO,63,H2Car,Gas,-0.0
DK,63,H2Car,Gas,-0.0
UK,63,H2Car,Gas,-0.0
DE,64,H2Car,Gas,-0.0
FR,64,H2Car,Gas,-0.0
NO,64,H2Car,Gas,-0.0
DK,64,H2Car,Gas,-0.0
UK,64,H2Car,Gas,-0.0
DE,65,H2Car,Gas,-0.0
FR,65,H2Car,Gas,-0.0
NO,65,H2Car,Gas,-0.0
DK,65,H2Car,Gas,-0.0
UK,65,H2Car,Gas,-0.0
DE,66,H2Car,Gas,-0.0
FR,66,H2Car,Gas,-0.0
NO,66,H2Car,Gas,-0.0
DK,66,H2Car,Gas,-0.0
UK,66,H2Car,Gas,-0.0
DE,67,H2Car,Gas,-0.0
FR,67,H2Car,Gas,-0.0
NO,67,H2Car,Gas,-0.0
DK,67,H2Car,Gas,-0.0
UK,67,H2Car,Gas,-0.0
DE,68,H2Car,Gas,-0.0
FR,68,H2Car,Gas,-0.0
NO,68,H2Car,Gas,-0.0
DK,68,H2Car,Gas,-0.0
UK,68,H2Car,Gas,-0.0
DE,69,H2Car,Gas,-0.0
FR,69,H2Car,Gas,-0.0
NO,69,H2Car,Gas,-0.0
DK,69,H2Car,Gas,-0.0
UK,69,H2Car,Gas,-0.0
DE,70,H2Car,Gas,-0.0
FR,70,H2Car,Gas,-0.0
NO,70,H2Car,Gas,-0.0
DK,70,H2Car,Gas,-0.0
UK,70,H2Car,Gas,-0.0
DE,71,H2Car,Gas,-0.0
FR,71,H2Car,Gas,-0.0
NO,71,H2Car,Gas,-0.0
DK,71,H2Car,Gas,-0.0
UK,71,H2Car,Gas,-0.0
DE,72,H2Car,Gas,-0.0
FR,72,H2Car,Gas,-0.0
NO,72,H2Car,Gas,-0.0
DK,72,H2Car,Gas,-0.0
UK,72,H2Car,Gas,-0.0
DE,73,H2Car,Gas,-0.0
FR,73,H2Car,Gas,-0.0
NO,73,H2Car,Gas,-0.0
DK,73,H2Car,Gas,-0.0
UK,73,H2Car,Gas,-0.0
DE,74,H2Car,Gas,-0.0
FR,74,H2Car,Gas,-0.0
NO,74,H2Car,Gas,-0.0
DK,74,H2Car,Gas,-0.0
UK,74,H2Car,Gas,-0.0
DE,75,H2Car,Gas,-0.0
FR,75,H2Car,Gas,-0.0
NO,75,H2Car,Gas,-0.0
DK,75,H2Car,Gas,-0.0
UK,75,H2Car,Gas,-0.0
DE,76,H2Car,Gas,-0.0
FR,76,H2Car,Gas,-0.0
NO,76,H2Car,Gas,-0.0
DK,76,H2Car,Gas,-0.0
UK,76,H2Car,Gas,-0.0
DE,77,H2Car,Gas,-0.0
FR,77,H2Car,Gas,-0.0
NO,77,H2Car,Gas,-0.0
DK,77,H2Car,Gas,-0.0
UK,77,H2Car,Gas,-0.0
DE,78,H2Car,Gas,-0.0
FR,78,H2Car,Gas,-0.0
NO,78,H2Car,Gas,-0.0
DK,78,H2Car,Gas,-0.0
UK,78,H2Car,Gas,-0.0
DE,79,H2Car,Gas,-0.0
FR,79,H2Car,Gas,-0.0
NO,79,H2Car,Gas,-0.0
DK,79,H2Car,Gas,-0.0
UK,79,H2Car,Gas,-0.0
DE,80,H2Car,Gas,-0.0
FR,80,H2Car,Gas,-0.0
NO,80,H2Car,Gas,-0.0
DK,80,H2Car,Gas,-0.0
UK,80,H2Car,Gas,-0.0
DE,81,H2Car,Gas,-0.0
FR,81,H2Car,Gas,-0.0
NO,81,H2Car,Gas,-0.0
DK,81,H2Car,Gas,-0.0
UK,81,H2Car,Gas,-0.0
DE,82,H2Car,Gas,-0.0
FR,82,H2Car,Gas,-0.0
NO,82,H2Car,Gas,-0.0
DK,82,H2Car,Gas,-0.0
UK,82,H2Car,Gas,-0.0
DE,83,H2Car,Gas,-0.0
FR,83,H2Car,Gas,-0.0
NO,83,H2Car,Gas,-0.0
DK,83,H2Car,Gas,-0.0
UK,83,H2Car,Gas,-0.0
DE,84,H2Car,Gas,-0.0
FR,84,H2Car,Gas,-0.0
NO,84,H2Car,Gas,-0.0
DK,84,H2Car,Gas,-0.0
UK,84,H2Car,Gas,-0.0
DE,85,H2Car,Gas,-0.0
FR,85,H2Car,Gas,-0.0
NO,85,H2Car,Gas,-0.0
DK,85,H2Car,Gas,-0.0
UK,85,H2Car,Gas,-0.0
DE,86,H2Car,Gas,-0.0
FR,86,H2Car,Gas,-0.0
NO,86,H2Car,Gas,-0.0
DK,86,H2Car,Gas,-0.0
UK,86,H2Car,Gas,-0.0
DE,87,H2Car,Gas,-0.0
FR,87,H2Car,Gas,-0.0
NO,87,H2Car,Gas,-0.0
DK,87,H2Car,Gas,-0.0
UK,87,H2Car,Gas,-0.0
DE,88,H2Car,Gas,-0.0
FR,88,H2Car,Gas,-0.0
NO,88,H2Car,Gas,-0.0
DK,88,H2Car,Gas,-0.0
UK,88,H2Car,Gas,-0.0
DE,89,H2Car,Gas,-0.0
FR,89,H2Car,Gas,-0.0
NO,89,H2Car,Gas,-0.0
DK,89,H2Car,Gas,-0.0
UK,89,H2Car,Gas,-0.0
DE,90,H2Car,Gas,-0.0
FR,90,H2Car,Gas,-0.0
NO,90,H2Car,Gas,-0.0
DK,90,H2Car,Gas,-0.0
UK,90,H2Car,Gas,-0.0
DE,91,H2Car,Gas,-0.0
FR,91,H2Car,Gas,-0.0
NO,91,H2Car,Gas,-0.0
DK,91,H2Car,Gas,-0.0
UK,91,H2Car,Gas,-0.0
DE,92,H2Car,Gas,-0.0
FR,92,H2Car,Gas,-0.0
NO,92,H2Car,Gas,-0.0
DK,92,H2Car,Gas,-0.0
UK,92,H2Car,Gas,-0.0
DE,93,H2Car,Gas,-0.0
FR,93,H2Car,Gas,-0.0
NO,93,H2Car,Gas,-0.0
DK,93,H2Car,Gas,-0.0
UK,93,H2Car,Gas,-0.0
DE,94,H2Car,Gas,-0.0
FR,94,H2Car,Gas,-0.0
NO,94,H2Car,Gas,-0.0
DK,94,H2Car,Gas,-0.0
UK,94,H2Car,Gas,-0.0
DE,95,H2Car,Gas,-0.0
FR,95,H2Car,Gas,-0.0
NO,95,H2Car,Gas,-0.0
DK,95,H2Car,Gas,-0.0
UK,95,H2Car,Gas,-0.0
DE,96,H2Car,Gas,-0.0
FR,96,H2Car,Gas,-0.0
NO,96,H2Car,Gas,-0.0
DK,96,H2Car,Gas,-0.0
UK,96,H2Car,Gas,-0.0
DE,97,H2Car,Gas,-0.0
FR,97,H2Car,Gas,-0.0
NO,97,H2Car,Gas,-0.0
DK,97,H2Car,Gas,-0.0
UK,97,H2Car,Gas,-0.0
DE,98,H2Car,Gas,-0.0
FR,98,H2Car,Gas,-0.0
NO,98,H2Car,Gas,-0.0
DK,98,H2Car,Gas,-0.0
UK,98,H2Car,Gas,-0.0
DE,99,H2Car,Gas,-0.0
FR,99,H2Car,Gas,-0.0
NO,99,H2Car,Gas,-0.0
DK,99,H2Car,Gas,-0.0
UK,99,H2Car,Gas,-0.0
DE,100,H2Car,Gas,-0.0
FR,100,H2Car,Gas,-0.0
NO,100,H2Car,Gas,-0.0
DK,100,H2Car,Gas,-0.0
UK,100,H2Car,Gas,-0.0
DE,101,H2Car,Gas,-0.0
FR,101,H2Car,Gas,-0.0
NO,101,H2Car,Gas,-0.0
DK,101,H2Car,Gas,-0.0
UK,101,H2Car,Gas,-0.0
DE,102,H2Car,Gas,-0.0
FR,102,H2Car,Gas,-0.0
NO,102,H2Car,Gas,-0.0
DK,102,H2Car,Gas,-0.0
UK,102,H2Car,Gas,-0.0
DE,103,H2Car,Gas,-0.0
FR,103,H2Car,Gas,-0.0
NO,103,H2Car,Gas,-0.0
DK,103,H2Car,Gas,-0.0
UK,103,H2Car,Gas,-0.0
DE,104,H2Car,Gas,-0.0
FR,104,H2Car,Gas,-0.0
NO,104,H2Car,Gas,-0.0
DK,104,H2Car,Gas,-0.0
UK,104,H2Car,Gas,-0.0
DE,105,H2Car,Gas,-0.0
FR,105,H2Car,Gas,-0.0
NO,105,H2Car,Gas,-0.0
DK,105,H2Car,Gas,-0.0
UK,105,H2Car,Gas,-0.0
DE,106,H2Car,Gas,-0.0
FR,106,H2Car,Gas,-0.0
NO,106,H2Car,Gas,-0.0
DK,106,H2Car,Gas,-0.0
UK,106,H2Car,Gas,-0.0
DE,107,H2Car,Gas,-0.0
FR,107,H2Car,Gas,-0.0
NO,107,H2Car,Gas,-0.0
DK,107,H2Car,Gas,-0.0
UK,107,H2Car,Gas,-0.0
DE,108,H2Car,Gas,-0.0
FR,108,H2Car,Gas,-0.0
NO,108,H2Car,Gas,-0.0
DK,108,H2Car,Gas,-0.0
UK,108,H2Car,Gas,-0.0
DE,109,H2Car,Gas,-0.0
FR,109,H2Car,Gas,-0.0
NO,109,H2Car,Gas,-0.0
DK,109,H2Car,Gas,-0.0
UK,109,H2Car,Gas,-0.0
DE,110,H2Car,Gas,-0.0
FR,110,H2Car,Gas,-0.0
NO,110,H2Car,Gas,-0.0
DK,110,H2Car,Gas,-0.0
UK,110,H2Car,Gas,-0.0
DE,111,H2Car,Gas,-0.0
FR,111,H2Car,Gas,-0.0
NO,111,H2Car,Gas,-0.0
DK,111,H2Car,Gas,-0.0
UK,111,H2Car,Gas,-0.0
DE,112,H2Car,Gas,-0.0
FR,112,H2Car,Gas,-0.0
NO,112,H2Car,Gas,-0.0
DK,112,H2Car,Gas,-0.0
UK,112,H2Car,Gas,-0.0
DE,113,H2Car,Gas,-0.0
FR,113,H2Car,Gas,-0.0
NO,113,H2Car,Gas,-0.0
DK,113,H2Car,Gas,-0.0
UK,113,H2Car,Gas,-0.0
DE,114,H2Car,Gas,-0.0
FR,114,H2Car,Gas,-0.0
NO,114,H2Car,Gas,-0.0
DK,114,H2Car,Gas,-0.0
UK,114,H2Car,Gas,-0.0
DE,115,H2Car,Gas,-0.0
FR,115,H2Car,Gas,-0.0
NO,115,H2Car,Gas,-0.0
DK,115,H2Car,Gas,-0.0
UK,115,H2Car,Gas,-0.0
DE,116,H2Car,Gas,-0.0
FR,116,H2Car,Gas,-0.0
NO,116,H2Car,Gas,-0.0
DK,116,H2Car,Gas,-0.0
UK,116,H2Car,Gas,-0.0
DE,117,H2Car,Gas,-0.0
FR,117,H2Car,Gas,-0.0
NO,117,H2Car,Gas,-0.0
DK,117,H2Car,Gas,-0.0
UK,117,H2Car,Gas,-0.0
DE,118,H2Car,Gas,-0.0
FR,118,H2Car,Gas,-0.0
NO,118,H2Car,Gas,-0.0
DK,118,H2Car,Gas,-0.0
UK,118,H2Car,Gas,-0.0
DE,119,H2Car,Gas,-0.0
FR,119,H2Car,Gas,-0.0
NO,119,H2Car,Gas,-0.0
DK,119,H2Car,Gas,-0.0
UK,119,H2Car,Gas,-0.0
DE,120,H2Car,Gas,-0.0
FR,120,H2Car,Gas,-0.0
NO,120,H2Car,Gas,-0.0
DK,120,H2Car,Gas,-0.0
UK,120,H2Car,Gas,-0.0
DE,1,BEV,Gas,-0.0
FR,1,BEV,Gas,-0.0
NO,1,BEV,Gas,-0.0
DK,1,BEV,Gas,-0.0
UK,1,BEV,Gas,-0.0
DE,2,BEV,Gas,-0.0
FR,2,BEV,Gas,-0.0
NO,2,BEV,Gas,-0.0
DK,2,BEV,Gas,-0.0
UK,2,BEV,Gas,-0.0
DE,3,BEV,Gas,-0.0
FR,3,BEV,Gas,-0.0
NO,3,BEV,Gas,-0.0
DK,3,BEV,Gas,-0.0
UK,3,BEV,Gas,-0.0
DE,4,BEV,Gas,-0.0
FR,4,BEV,Gas,-0.0
NO,4,BEV,Gas,-0.0
DK,4,BEV,Gas,-0.0
UK,4,BEV,Gas,-0.0
DE,5,BEV,Gas,-0.0
FR,5,BEV,Gas,-0.0
NO,5,BEV,Gas,-0.0
DK,5,BEV,Gas,-0.0
UK,5,BEV,Gas,-0.0
DE,6,BEV,Gas,-0.0
FR,6,BEV,Gas,-0.0
NO,6,BEV,Gas,-0.0
DK,6,BEV,Gas,-0.0
UK,6,BEV,Gas,-0.0
DE,7,BEV,Gas,-0.0
FR,7,BEV,Gas,-0.0
NO,7,BEV,Gas,-0.0
DK,7,BEV,Gas,-0.0
UK,7,BEV,Gas,-0.0
DE,8,BEV,Gas,-0.0
FR,8,BEV,Gas,-0.0
NO,8,BEV,Gas,-0.0
DK,8,BEV,Gas,-0.0
UK,8,BEV,Gas,-0.0
DE,9,BEV,Gas,-0.0
FR,9,BEV,Gas,-0.0
NO,9,BEV,Gas,-0.0
DK,9,BEV,Gas,-0.0
UK,9,BEV,Gas,-0.0
DE,10,BEV,Gas,-0.0
FR,10,BEV,Gas,-0.0
NO,10,BEV,Gas,-0.0
DK,10,BEV,Gas,-0.0
UK,10,BEV,Gas,-0.0
DE,11,BEV,Gas,-0.0
FR,11,BEV,Gas,-0.0
NO,11,BEV,Gas,-0.0
DK,11,BEV,Gas,-0.0
UK,11,BEV,Gas,-0.0
DE,12,BEV,Gas,-0.0
FR,12,BEV,Gas,-0.0
NO,12,BEV,Gas,-0.0
DK,12,BEV,Gas,-0.0
UK,12,BEV,Gas,-0.0
DE,13,BEV,Gas,-0.0
FR,13,BEV,Gas,-0.0
NO,13,BEV,Gas,-0.0
DK,13,BEV,Gas,-0.0
UK,13,BEV,Gas,-0.0
DE,14,BEV,Gas,-0.0
FR,14,BEV,Gas,-0.0
NO,14,BEV,Gas,-0.0
DK,14,BEV,Gas,-0.0
UK,14,BEV,Gas,-0.0
DE,15,BEV,Gas,-0.0
FR,15,BEV,Gas,-0.0
NO,15,BEV,Gas,-0.0
DK,15,BEV,Gas,-0.0
UK,15,BEV,Gas,-0.0
DE,16,BEV,Gas,-0.0
FR,16,BEV,Gas,-0.0
NO,16,BEV,Gas,-0.0
DK,16,BEV,Gas,-0.0
UK,16,BEV,Gas,-0.0
DE,17,BEV,Gas,-0.0
FR,17,BEV,Gas,-0.0
NO,17,BEV,Gas,-0.0
DK,17,BEV,Gas,-0.0
UK,17,BEV,Gas,-0.0
DE,18,BEV,Gas,-0.0
FR,18,BEV,Gas,-0.0
NO,18,BEV,Gas,-0.0
DK,18,BEV,Gas,-0.0
UK,18,BEV,Gas,-0.0
DE,19,BEV,Gas,-0.0
FR,19,BEV,Gas,-0.0
NO,19,BEV,Gas,-0.0
DK,19,BEV,Gas,-0.0
UK,19,BEV,Gas,-0.0
DE,20,BEV,Gas,-0.0
FR,20,BEV,Gas,-0.0
NO,20,BEV,Gas,-0.0
DK,20,BEV,Gas,-0.0
UK,20,BEV,Gas,-0.0
DE,21,BEV,Gas,-0.0
FR,21,BEV,Gas,-0.0
NO,21,BEV,Gas,-0.0
DK,21,BEV,Gas,-0.0
UK,21,BEV,Gas,-0.0
DE,22,BEV,Gas,-0.0
FR,22,BEV,Gas,-0.0
NO,22,BEV,Gas,-0.0
DK,22,BEV,Gas,-0.0
UK,22,BEV,Gas,-0.0
DE,23,BEV,Gas,-0.0
FR,23,BEV,Gas,-0.0
NO,23,BEV,Gas,-0.0
DK,23,BEV,Gas,-0.0
UK,23,BEV,Gas,-0.0
DE,24,BEV,Gas,-0.0
FR,24,BEV,Gas,-0.0
NO,24,BEV,Gas,-0.0
DK,24,BEV,Gas,-0.0
UK,24,BEV,Gas,-0.0
DE,25,BEV,Gas,-0.0
FR,25,BEV,Gas,-0.0
NO,25,BEV,Gas,-0.0
DK,25,BEV,Gas,-0.0
UK,25,BEV,Gas,-0.0
DE,26,BEV,Gas,-0.0
FR,26,BEV,Gas,-0.0
NO,26,BEV,Gas,-0.0
DK,26,BEV,Gas,-0.0
UK,26,BEV,Gas,-0.0
DE,27,BEV,Gas,-0.0
FR,27,BEV,Gas,-0.0
NO,27,BEV,Gas,-0.0
DK,27,BEV,Gas,-0.0
UK,27,BEV,Gas,-0.0
DE,28,BEV,Gas,-0.0
FR,28,BEV,Gas,-0.0
NO,28,BEV,Gas,-0.0
DK,28,BEV,Gas,-0.0
UK,28,BEV,Gas,-0.0
DE,29,BEV,Gas,-0.0
FR,29,BEV,Gas,-0.0
NO,29,BEV,Gas,-0.0
DK,29,BEV,Gas,-0.0
UK,29,BEV,Gas,-0.0
DE,30,BEV,Gas,-0.0
FR,30,BEV,Gas,-0.0
NO,30,BEV,Gas,-0.0
DK,30,BEV,Gas,-0.0
UK,30,BEV,Gas,-0.0
DE,31,BEV,Gas,-0.0
FR,31,BEV,Gas,-0.0
NO,31,BEV,Gas,-0.0
DK,31,BEV,Gas,-0.0
UK,31,BEV,Gas,-0.0
DE,32,BEV,Gas,-0.0
FR,32,BEV,Gas,-0.0
NO,32,BEV,Gas,-0.0
DK,32,BEV,Gas,-0.0
UK,32,BEV,Gas,-0.0
DE,33,BEV,Gas,-0.0
FR,33,BEV,Gas,-0.0
NO,33,BEV,Gas,-0.0
DK,33,BEV,Gas,-0.0
UK,33,BEV,Gas,-0.0
DE,34,BEV,Gas,-0.0
FR,34,BEV,Gas,-0.0
NO,34,BEV,Gas,-0.0
DK,34,BEV,Gas,-0.0
UK,34,BEV,Gas,-0.0
DE,35,BEV,Gas,-0.0
FR,35,BEV,Gas,-0.0
NO,35,BEV,Gas,-0.0
DK,35,BEV,Gas,-0.0
UK,35,BEV,Gas,-0.0
DE,36,BEV,Gas,-0.0
FR,36,BEV,Gas,-0.0
NO,36,BEV,Gas,-0.0
DK,36,BEV,Gas,-0.0
UK,36,BEV,Gas,-0.0
DE,37,BEV,Gas,-0.0
FR,37,BEV,Gas,-0.0
NO,37,BEV,Gas,-0.0
DK,37,BEV,Gas,-0.0
UK,37,BEV,Gas,-0.0
DE,38,BEV,Gas,-0.0
FR,38,BEV,Gas,-0.0
NO,38,BEV,Gas,-0.0
DK,38,BEV,Gas,-0.0
UK,38,BEV,Gas,-0.0
DE,39,BEV,Gas,-0.0
FR,39,BEV,Gas,-0.0
NO,39,BEV,Gas,-0.0
DK,39,BEV,Gas,-0.0
UK,39,BEV,Gas,-0.0
DE,40,BEV,Gas,-0.0
FR,40,BEV,Gas,-0.0
NO,40,BEV,Gas,-0.0
DK,40,BEV,Gas,-0.0
UK,40,BEV,Gas,-0.0
DE,41,BEV,Gas,-0.0
FR,41,BEV,Gas,-0.0
NO,41,BEV,Gas,-0.0
DK,41,BEV,Gas,-0.0
UK,41,BEV,Gas,-0.0
DE,42,BEV,Gas,-0.0
FR,42,BEV,Gas,-0.0
NO,42,BEV,Gas,-0.0
DK,42,BEV,Gas,-0.0
UK,42,BEV,Gas,-0.0
DE,43,BEV,Gas,-0.0
FR,43,BEV,Gas,-0.0
NO,43,BEV,Gas,-0.0
DK,43,BEV,Gas,-0.0
UK,43,BEV,Gas,-0.0
DE,44,BEV,Gas,-0.0
FR,44,BEV,Gas,-0.0
NO,44,BEV,Gas,-0.0
DK,44,BEV,Gas,-0.0
UK,44,BEV,Gas,-0.0
DE,45,BEV,Gas,-0.0
FR,45,BEV,Gas,-0.0
NO,45,BEV,Gas,-0.0
DK,45,BEV,Gas,-0.0
UK,45,BEV,Gas,-0.0
DE,46,BEV,Gas,-0.0
FR,46,BEV,Gas,-0.0
NO,46,BEV,Gas,-0.0
DK,46,BEV,Gas,-0.0
UK,46,BEV,Gas,-0.0
DE,47,BEV,Gas,-0.0
FR,47,BEV,Gas,-0.0
NO,47,BEV,Gas,-0.0
DK,47,BEV,Gas,-0.0
UK,47,BEV,Gas,-0.0
DE,48,BEV,Gas,-0.0
FR,48,BEV,Gas,-0.0
NO,48,BEV,Gas,-0.0
DK,48,BEV,Gas,-0.0
UK,48,BEV,Gas,-0.0
DE,49,BEV,Gas,-0.0
FR,49,BEV,Gas,-0.0
NO,49,BEV,Gas,-0.0
DK,49,BEV,Gas,-0.0
UK,49,BEV,Gas,-0.0
DE,50,BEV,Gas,-0.0
FR,50,BEV,Gas,-0.0
NO,50,BEV,Gas,-0.0
DK,50,BEV,Gas,-0.0
UK,50,BEV,Gas,-0.0
DE,51,BEV,Gas,-0.0
FR,51,BEV,Gas,-0.0
NO,51,BEV,Gas,-0.0
DK,51,BEV,Gas,-0.0
UK,51,BEV,Gas,-0.0
DE,52,BEV,Gas,-0.0
FR,52,BEV,Gas,-0.0
NO,52,BEV,Gas,-0.0
DK,52,BEV,Gas,-0.0
UK,52,BEV,Gas,-0.0
DE,53,BEV,Gas,-0.0
FR,53,BEV,Gas,-0.0
NO,53,BEV,Gas,-0.0
DK,53,BEV,Gas,-0.0
UK,53,BEV,Gas,-0.0
DE,54,BEV,Gas,-0.0
FR,54,BEV,Gas,-0.0
NO,54,BEV,Gas,-0.0
DK,54,BEV,Gas,-0.0
UK,54,BEV,Gas,-0.0
DE,55,BEV,Gas,-0.0
FR,55,BEV,Gas,-0.0
NO,55,BEV,Gas,-0.0
DK,55,BEV,Gas,-0.0
UK,55,BEV,Gas,-0.0
DE,56,BEV,Gas,-0.0
FR,56,BEV,Gas,-0.0
NO,56,BEV,Gas,-0.0
DK,56,BEV,Gas,-0.0
UK,56,BEV,Gas,-0.0
DE,57,BEV,Gas,-0.0
FR,57,BEV,Gas,-0.0
NO,57,BEV,Gas,-0.0
DK,57,BEV,Gas,-0.0
UK,57,BEV,Gas,-0.0
DE,58,BEV,Gas,-0.0
FR,58,BEV,Gas,-0.0
NO,58,BEV,Gas,-0.0
DK,58,BEV,Gas,-0.0
UK,58,BEV,Gas,-0.0
DE,59,BEV,Gas,-0.0
FR,59,BEV,Gas,-0.0
NO,59,BEV,Gas,-0.0
DK,59,BEV,Gas,-0.0
UK,59,BEV,Gas,-0.0
DE,60,BEV,Gas,-0.0
FR,60,BEV,Gas,-0.0
NO,60,BEV,Gas,-0.0
DK,60,BEV,Gas,-0.0
UK,60,BEV,Gas,-0.0
DE,61,BEV,Gas,-0.0
FR,61,BEV,Gas,-0.0
NO,61,BEV,Gas,-0.0
DK,61,BEV,Gas,-0.0
UK,61,BEV,Gas,-0.0
DE,62,BEV,Gas,-0.0
FR,62,BEV,Gas,-0.0
NO,62,BEV,Gas,-0.0
DK,62,BEV,Gas,-0.0
UK,62,BEV,Gas,-0.0
DE,63,BEV,Gas,-0.0
FR,63,BEV,Gas,-0.0
NO,63,BEV,Gas,-0.0
DK,63,BEV,Gas,-0.0
UK,63,BEV,Gas,-0.0
DE,64,BEV,Gas,-0.0
FR,64,BEV,Gas,-0.0
NO,64,BEV,Gas,-0.0
DK,64,BEV,Gas,-0.0
UK,64,BEV,Gas,-0.0
DE,65,BEV,Gas,-0.0
FR,65,BEV,Gas,-0.0
NO,65,BEV,Gas,-0.0
DK,65,BEV,Gas,-0.0
UK,65,BEV,Gas,-0.0
DE,66,BEV,Gas,-0.0
FR,66,BEV,Gas,-0.0
NO,66,BEV,Gas,-0.0
DK,66,BEV,Gas,-0.0
UK,66,BEV,Gas,-0.0
DE,67,BEV,Gas,-0.0
FR,67,BEV,Gas,-0.0
NO,67,BEV,Gas,-0.0
DK,67,BEV,Gas,-0.0
UK,67,BEV,Gas,-0.0
DE,68,BEV,Gas,-0.0
FR,68,BEV,Gas,-0.0
NO,68,BEV,Gas,-0.0
DK,68,BEV,Gas,-0.0
UK,68,BEV,Gas,-0.0
DE,69,BEV,Gas,-0.0
FR,69,BEV,Gas,-0.0
NO,69,BEV,Gas,-0.0
DK,69,BEV,Gas,-0.0
UK,69,BEV,Gas,-0.0
DE,70,BEV,Gas,-0.0
FR,70,BEV,Gas,-0.0
NO,70,BEV,Gas,-0.0
DK,70,BEV,Gas,-0.0
UK,70,BEV,Gas,-0.0
DE,71,BEV,Gas,-0.0
FR,71,BEV,Gas,-0.0
NO,71,BEV,Gas,-0.0
DK,71,BEV,Gas,-0.0
UK,71,BEV,Gas,-0.0
DE,72,BEV,Gas,-0.0
FR,72,BEV,Gas,-0.0
NO,72,BEV,Gas,-0.0
DK,72,BEV,Gas,-0.0
UK,72,BEV,Gas,-0.0
DE,73,BEV,Gas,-0.0
FR,73,BEV,Gas,-0.0
NO,73,BEV,Gas,-0.0
DK,73,BEV,Gas,-0.0
UK,73,BEV,Gas,-0.0
DE,74,BEV,Gas,-0.0
FR,74,BEV,Gas,-0.0
NO,74,BEV,Gas,-0.0
DK,74,BEV,Gas,-0.0
UK,74,BEV,Gas,-0.0
DE,75,BEV,Gas,-0.0
FR,75,BEV,Gas,-0.0
NO,75,BEV,Gas,-0.0
DK,75,BEV,Gas,-0.0
UK,75,BEV,Gas,-0.0
DE,76,BEV,Gas,-0.0
FR,76,BEV,Gas,-0.0
NO,76,BEV,Gas,-0.0
DK,76,BEV,Gas,-0.0
UK,76,BEV,Gas,-0.0
DE,77,BEV,Gas,-0.0
FR,77,BEV,Gas,-0.0
NO,77,BEV,Gas,-0.0
DK,77,BEV,Gas,-0.0
UK,77,BEV,Gas,-0.0
DE,78,BEV,Gas,-0.0
FR,78,BEV,Gas,-0.0
NO,78,BEV,Gas,-0.0
DK,78,BEV,Gas,-0.0
UK,78,BEV,Gas,-0.0
DE,79,BEV,Gas,-0.0
FR,79,BEV,Gas,-0.0
NO,79,BEV,Gas,-0.0
DK,79,BEV,Gas,-0.0
UK,79,BEV,Gas,-0.0
DE,80,BEV,Gas,-0.0
FR,80,BEV,Gas,-0.0
NO,80,BEV,Gas,-0.0
